# Generated by LORRAX 0.1.0 at 2026-09-06 10:36:19 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH
# sigTOT = sigCC + sigTT + sigCT; sigCT is CT+TC
# k-basis: irreducible wedge, 8 k-points; each block states its crystal coordinate on a '# kcrys' line
# star_spread_ev 0.000000000e+00   # max over ALL 32 bands of the per-band max-min of Re diag sigTOT within one star, over the 64 full-BZ k this wedge unfolds to.  READ THE PER-BAND ROW BELOW, NOT THIS, IF YOU COMPARE A BAND SUBSET: the band scope belongs to the consumer, and this max answers the widest possible question.  BLIND TO THE TRS CONJUGATION CLASS by construction (conjugating a Hermitian block leaves its real diagonal intact) — that question is gated in tests/test_star_offdiag_gate.py
# star_spread_ev_per_band 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
# star_spread_multiplet_ev 0.000000000e+00
# star_spread_multiplet_ev_per_band 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00

k-point 0:
# kcrys     0.000000000    0.000000000    0.000000000
----------------------------------------------------------------------------------------------------
n=0   sigSX=   -4.453516              sigCOH=   -6.676027              sigTOT=  -11.129543              sigCC=  -11.129740              sigTT=    0.000197              sigCT=    0.000000              Hdir=    3.318016              Eo=   -5.697472
n=1   sigSX=   -4.453516              sigCOH=   -6.676027              sigTOT=  -11.129543              sigCC=  -11.129740              sigTT=    0.000197              sigCT=    0.000000              Hdir=    3.318016              Eo=   -5.697472
n=2   sigSX=   -3.995047              sigCOH=   -5.890773              sigTOT=   -9.885820              sigCC=   -9.886129              sigTT=    0.000309              sigCT=    0.000000              Hdir=    5.317979              Eo=    6.249020
n=3   sigSX=   -3.995047              sigCOH=   -5.890773              sigTOT=   -9.885820              sigCC=   -9.886129              sigTT=    0.000309              sigCT=    0.000000              Hdir=    5.317979              Eo=    6.249020
n=4   sigSX=   -3.990858              sigCOH=   -5.883057              sigTOT=   -9.873915              sigCC=   -9.874261              sigTT=    0.000346              sigCT=    0.000000              Hdir=    5.309036              Eo=    6.296981
n=5   sigSX=   -3.990858              sigCOH=   -5.883057              sigTOT=   -9.873915              sigCC=   -9.874261              sigTT=    0.000346              sigCT=    0.000000              Hdir=    5.309036              Eo=    6.296981
n=6   sigSX=   -3.990858              sigCOH=   -5.883057              sigTOT=   -9.873915              sigCC=   -9.874261              sigTT=    0.000346              sigCT=    0.000000              Hdir=    5.309036              Eo=    6.296981
n=7   sigSX=   -3.990858              sigCOH=   -5.883057              sigTOT=   -9.873915              sigCC=   -9.874261              sigTT=    0.000346              sigCT=    0.000000              Hdir=    5.309036              Eo=    6.296981
n=8   sigSX=   -2.402889              sigCOH=   -5.354474              sigTOT=   -7.757363              sigCC=   -7.757681              sigTT=    0.000318              sigCT=    0.000000              Hdir=    2.215277              Eo=    8.798078
n=9   sigSX=   -2.402889              sigCOH=   -5.354474              sigTOT=   -7.757363              sigCC=   -7.757681              sigTT=    0.000318              sigCT=    0.000000              Hdir=    2.215277              Eo=    8.798078
n=10  sigSX=   -2.398908              sigCOH=   -5.347102              sigTOT=   -7.746010              sigCC=   -7.746364              sigTT=    0.000354              sigCT=    0.000000              Hdir=    2.199980              Eo=    8.833006
n=11  sigSX=   -2.398908              sigCOH=   -5.347102              sigTOT=   -7.746010              sigCC=   -7.746364              sigTT=    0.000354              sigCT=    0.000000              Hdir=    2.199980              Eo=    8.833006
n=12  sigSX=   -2.398908              sigCOH=   -5.347102              sigTOT=   -7.746010              sigCC=   -7.746364              sigTT=    0.000354              sigCT=    0.000000              Hdir=    2.199980              Eo=    8.833006
n=13  sigSX=   -2.398908              sigCOH=   -5.347102              sigTOT=   -7.746010              sigCC=   -7.746364              sigTT=    0.000354              sigCT=    0.000000              Hdir=    2.199980              Eo=    8.833006
n=14  sigSX=   -2.641282              sigCOH=   -5.799827              sigTOT=   -8.441109              sigCC=   -8.441604              sigTT=    0.000495              sigCT=    0.000000              Hdir=    4.932113              Eo=    9.629145
n=15  sigSX=   -2.641282              sigCOH=   -5.799827              sigTOT=   -8.441109              sigCC=   -8.441604              sigTT=    0.000495              sigCT=    0.000000              Hdir=    4.932113              Eo=    9.629145
