# Generated by LORRAX 0.1.0 at 2026-09-06 08:40:13 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC
# sigXC = sigCC + sigTT + sigCT; sigCT is CT+TC
# Z_status=PATHOLOGICAL_EQP1_FALLBACK means raw Z is non-finite or outside 0 < Z <= 1; that state's eqp1 equals eqp0
# k-basis: irreducible wedge, 8 k-points; each block states its crystal coordinate on a '# kcrys' line
# star_spread_ev 1.718342939e-05   # max over ALL 32 bands of the per-band max-min of Re diag sigXC within one star, over the 64 full-BZ k this wedge unfolds to.  READ THE PER-BAND ROW BELOW, NOT THIS, IF YOU COMPARE A BAND SUBSET: the band scope belongs to the consumer, and this max answers the widest possible question.  BLIND TO THE TRS CONJUGATION CLASS by construction (conjugating a Hermitian block leaves its real diagonal intact) — that question is gated in tests/test_star_offdiag_gate.py
# star_spread_ev_per_band 4.942511090e-06 4.942511090e-06 4.005135185e-06 4.005135185e-06 3.168110826e-06 3.168110826e-06 3.185051115e-06 3.185051115e-06 5.953775679e-06 5.953775679e-06 2.232157787e-06 2.232157787e-06 1.718342939e-05 1.718342939e-05 1.668743433e-05 1.668743433e-05 1.540483877e-05 1.540483877e-05 1.540483877e-05 1.540483877e-05 8.670864304e-06 8.670864304e-06 5.920763786e-06 5.920763786e-06 6.145611611e-06 6.145611611e-06 6.134970884e-06 6.134970884e-06 8.062190857e-06 8.062190857e-06 1.583294862e-05 1.583294862e-05
# star_spread_multiplet_ev 1.540483877e-05
# star_spread_multiplet_ev_per_band 1.948183648e-06 1.948183648e-06 1.948183648e-06 1.948183648e-06 3.176580972e-06 3.176580972e-06 3.176580972e-06 3.176580972e-06 7.806316547e-06 7.806316547e-06 7.806316547e-06 7.806316547e-06 7.806316547e-06 7.806316547e-06 7.806316547e-06 7.806316547e-06 1.540483877e-05 1.540483877e-05 1.540483877e-05 1.540483877e-05 4.755400385e-06 4.755400385e-06 4.755400385e-06 4.755400385e-06 6.131975597e-06 6.131975597e-06 6.131975597e-06 6.131975597e-06 9.712512899e-06 9.712512899e-06 9.712512899e-06 9.712512899e-06

k-point 0:
# kcrys     0.000000000    0.000000000    0.000000000
----------------------------------------------------------------------------------------------------
n=0   sigX=  -14.461076              sigC=    3.112810+  0.041237i  sigXC=  -11.348266+  0.041237i  sigCC=  -11.348463+  0.041237i  sigTT=    0.000197              sigCT=    0.000000              Hdir=    3.318016              Eo=   -5.697472  Z=    1.000000  Z_status=OK
n=1   sigX=  -14.461076              sigC=    3.112810+  0.041237i  sigXC=  -11.348266+  0.041237i  sigCC=  -11.348463+  0.041237i  sigTT=    0.000197              sigCT=    0.000000              Hdir=    3.318016              Eo=   -5.697472  Z=    1.000000  Z_status=OK
n=2   sigX=  -10.112343              sigC=    0.636617+  0.011814i  sigXC=   -9.475726+  0.011814i  sigCC=   -9.476035+  0.011814i  sigTT=    0.000309              sigCT=    0.000000              Hdir=    5.317979              Eo=    6.249020  Z=    0.832973  Z_status=OK
n=3   sigX=  -10.112343              sigC=    0.636617+  0.011814i  sigXC=   -9.475726+  0.011814i  sigCC=   -9.476035+  0.011814i  sigTT=    0.000309              sigCT=    0.000000              Hdir=    5.317979              Eo=    6.249020  Z=    0.832973  Z_status=OK
n=4   sigX=  -10.087132              sigC=    0.617921+  0.011502i  sigXC=   -9.469212+  0.011502i  sigCC=   -9.469558+  0.011502i  sigTT=    0.000346              sigCT=    0.000000              Hdir=    5.309036              Eo=    6.296981  Z=    0.833287  Z_status=OK
n=5   sigX=  -10.087132              sigC=    0.617921+  0.011502i  sigXC=   -9.469212+  0.011502i  sigCC=   -9.469558+  0.011502i  sigTT=    0.000346              sigCT=    0.000000              Hdir=    5.309036              Eo=    6.296981  Z=    0.833287  Z_status=OK
n=6   sigX=  -10.087132              sigC=    0.617921+  0.011502i  sigXC=   -9.469212+  0.011502i  sigCC=   -9.469558+  0.011502i  sigTT=    0.000346              sigCT=    0.000000              Hdir=    5.309036              Eo=    6.296981  Z=    0.833287  Z_status=OK
n=7   sigX=  -10.087132              sigC=    0.617921+  0.011502i  sigXC=   -9.469212+  0.011502i  sigCC=   -9.469558+  0.011502i  sigTT=    0.000346              sigCT=    0.000000              Hdir=    5.309036              Eo=    6.296981  Z=    0.833287  Z_status=OK
n=8   sigX=   -5.660458              sigC=   -1.839834+ -0.024422i  sigXC=   -7.500292+ -0.024422i  sigCC=   -7.500610+ -0.024422i  sigTT=    0.000318              sigCT=    0.000000              Hdir=    2.215277              Eo=    8.798078  Z=    0.834962  Z_status=OK
n=9   sigX=   -5.660458              sigC=   -1.839834+ -0.024422i  sigXC=   -7.500292+ -0.024422i  sigCC=   -7.500610+ -0.024422i  sigTT=    0.000318              sigCT=    0.000000              Hdir=    2.215277              Eo=    8.798078  Z=    0.834962  Z_status=OK
