# Generated by LORRAX 0.1.0 at 2026-09-06 09:01:44 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH
# sigTOT = sigCC + sigTT + sigCT; sigCT is CT+TC
# k-basis: irreducible wedge, 3 k-points; each block states its crystal coordinate on a '# kcrys' line
# star_spread_ev 0.000000000e+00   # max over ALL 30 bands of the per-band max-min of Re diag sigTOT within one star, over the 9 full-BZ k this wedge unfolds to.  READ THE PER-BAND ROW BELOW, NOT THIS, IF YOU COMPARE A BAND SUBSET: the band scope belongs to the consumer, and this max answers the widest possible question.  BLIND TO THE TRS CONJUGATION CLASS by construction (conjugating a Hermitian block leaves its real diagonal intact) — that question is gated in tests/test_star_offdiag_gate.py
# star_spread_ev_per_band 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
# star_spread_multiplet_ev 0.000000000e+00
# star_spread_multiplet_ev_per_band 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00

k-point 0:
# kcrys     0.000000000    0.000000000    0.000000000
----------------------------------------------------------------------------------------------------
n=0   sigSX=  -15.414491              sigCOH=  -13.825131              sigTOT=  -29.239622              sigCC=  -29.243039              sigTT=    0.003417              sigCT=   -0.000000              Hdir=  593.645249              Eo=  -65.372303
n=1   sigSX=  -15.414491              sigCOH=  -13.825131              sigTOT=  -29.239622              sigCC=  -29.243039              sigTT=    0.003417              sigCT=   -0.000000              Hdir=  593.645249              Eo=  -65.372303
n=2   sigSX=  -11.548167              sigCOH=  -11.332562              sigTOT=  -22.880729              sigCC=  -22.883553              sigTT=    0.002824              sigCT=   -0.000000              Hdir=  585.317915              Eo=  -41.997290
n=3   sigSX=  -11.548167              sigCOH=  -11.332562              sigTOT=  -22.880729              sigCC=  -22.883553              sigTT=    0.002824              sigCT=   -0.000000              Hdir=  585.317915              Eo=  -41.997290
n=4   sigSX=  -11.303542              sigCOH=  -10.885011              sigTOT=  -22.188553              sigCC=  -22.192057              sigTT=    0.003504              sigCT=   -0.000000              Hdir=  578.791651              Eo=  -39.497284
n=5   sigSX=  -11.303542              sigCOH=  -10.885011              sigTOT=  -22.188553              sigCC=  -22.192057              sigTT=    0.003504              sigCT=   -0.000000              Hdir=  578.791651              Eo=  -39.497284
n=6   sigSX=  -11.367071              sigCOH=  -11.759675              sigTOT=  -23.126747              sigCC=  -23.130593              sigTT=    0.003846              sigCT=   -0.000000              Hdir=  588.601993              Eo=  -39.272929
n=7   sigSX=  -11.367071              sigCOH=  -11.759675              sigTOT=  -23.126747              sigCC=  -23.130593              sigTT=    0.003846              sigCT=   -0.000000              Hdir=  588.601993              Eo=  -39.272929
n=8   sigSX=   -7.204066              sigCOH=   -9.762782              sigTOT=  -16.966848              sigCC=  -16.967473              sigTT=    0.000625              sigCT=    0.000000              Hdir=  383.741983              Eo=  -19.398638
n=9   sigSX=   -7.204066              sigCOH=   -9.762782              sigTOT=  -16.966848              sigCC=  -16.967473              sigTT=    0.000625              sigCT=    0.000000              Hdir=  383.741983              Eo=  -19.398638
