# Generated by LORRAX 0.1.0 at 2026-09-06 19:16:58 UTC
# Sigma output (all in eV)
# sigXC = sigX + sigC
# sigXC = sigCC + sigTT + sigCT; sigCT is CT+TC
# Z_status=PATHOLOGICAL_EQP1_FALLBACK means raw Z is non-finite or outside 0 < Z <= 1; that state's eqp1 equals eqp0
# k-basis: irreducible wedge, 7 k-points; each block states its crystal coordinate on a '# kcrys' line
# star_spread_ev 0.000000000e+00   # max over ALL 30 bands of the per-band max-min of Re diag sigXC within one star, over the 36 full-BZ k this wedge unfolds to.  READ THE PER-BAND ROW BELOW, NOT THIS, IF YOU COMPARE A BAND SUBSET: the band scope belongs to the consumer, and this max answers the widest possible question.  BLIND TO THE TRS CONJUGATION CLASS by construction (conjugating a Hermitian block leaves its real diagonal intact) — that question is gated in tests/test_star_offdiag_gate.py
# star_spread_ev_per_band 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00
# star_spread_multiplet_ev 0.000000000e+00
# star_spread_multiplet_ev_per_band 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00

k-point 0:
# kcrys     0.000000000    0.000000000    0.000000000
----------------------------------------------------------------------------------------------------
n=0   sigX=  -39.123635              sigC=    3.586391+  0.013252i  sigXC=  -35.537244+  0.013252i  sigCC=  -35.540984+  0.013252i  sigTT=    0.003740              sigCT=   -0.000000              Hdir=  593.557623              Eo=  -65.485401  Z=    1.000000  Z_status=OK
n=1   sigX=  -39.123635              sigC=    3.586391+  0.013252i  sigXC=  -35.537244+  0.013252i  sigCC=  -35.540984+  0.013252i  sigTT=    0.003740              sigCT=   -0.000000              Hdir=  593.557623              Eo=  -65.485401  Z=    1.000000  Z_status=OK
n=2   sigX=  -33.264853              sigC=    3.427384+  0.013364i  sigXC=  -29.837470+  0.013364i  sigCC=  -29.841116+  0.013364i  sigTT=    0.003646              sigCT=   -0.000000              Hdir=  585.473091              Eo=  -42.101509  Z=    1.000000  Z_status=OK
n=3   sigX=  -33.264853              sigC=    3.427384+  0.013364i  sigXC=  -29.837470+  0.013364i  sigCC=  -29.841116+  0.013364i  sigTT=    0.003646              sigCT=   -0.000000              Hdir=  585.473091              Eo=  -42.101509  Z=    1.000000  Z_status=OK
n=4   sigX=  -32.596464              sigC=    3.491288+  0.014587i  sigXC=  -29.105177+  0.014587i  sigCC=  -29.109346+  0.014587i  sigTT=    0.004169              sigCT=   -0.000000              Hdir=  578.537845              Eo=  -39.581592  Z=    1.000000  Z_status=OK
n=5   sigX=  -32.596464              sigC=    3.491288+  0.014587i  sigXC=  -29.105177+  0.014587i  sigCC=  -29.109346+  0.014587i  sigTT=    0.004169              sigCT=   -0.000000              Hdir=  578.537845              Eo=  -39.581592  Z=    1.000000  Z_status=OK
n=6   sigX=  -32.577275              sigC=    3.441215+  0.013568i  sigXC=  -29.136060+  0.013568i  sigCC=  -29.140152+  0.013568i  sigTT=    0.004092              sigCT=   -0.000000              Hdir=  588.492319              Eo=  -39.404758  Z=    1.000000  Z_status=OK
n=7   sigX=  -32.577275              sigC=    3.441215+  0.013568i  sigXC=  -29.136060+  0.013568i  sigCC=  -29.140152+  0.013568i  sigTT=    0.004092              sigCT=   -0.000000              Hdir=  588.492319              Eo=  -39.404758  Z=    1.000000  Z_status=OK
n=8   sigX=  -21.771014              sigC=    4.491034+  0.041304i  sigXC=  -17.279980+  0.041304i  sigCC=  -17.280692+  0.041304i  sigTT=    0.000712              sigCT=   -0.000000              Hdir=  384.672273              Eo=  -19.386678  Z=    1.000000  Z_status=OK
n=9   sigX=  -21.771014              sigC=    4.491034+  0.041304i  sigXC=  -17.279980+  0.041304i  sigCC=  -17.280692+  0.041304i  sigTT=    0.000712              sigCT=   -0.000000              Hdir=  384.672273              Eo=  -19.386678  Z=    1.000000  Z_status=OK
n=10  sigX=  -21.566290              sigC=    4.373337+  0.041820i  sigXC=  -17.192953+  0.041820i  sigCC=  -17.193738+  0.041820i  sigTT=    0.000785              sigCT=   -0.000000              Hdir=  352.781935              Eo=  -18.188004  Z=    1.000000  Z_status=OK
n=11  sigX=  -21.566290              sigC=    4.373337+  0.041820i  sigXC=  -17.192953+  0.041820i  sigCC=  -17.193738+  0.041820i  sigTT=    0.000785              sigCT=   -0.000000              Hdir=  352.781935              Eo=  -18.188004  Z=    1.000000  Z_status=OK
n=12  sigX=  -17.377489              sigC=    3.513022+  0.040796i  sigXC=  -13.864468+  0.040796i  sigCC=  -13.865569+  0.040796i  sigTT=    0.001101              sigCT=    0.000000              Hdir=  394.981010              Eo=  -10.891106  Z=    1.000000  Z_status=OK
n=13  sigX=  -17.377489              sigC=    3.513022+  0.040796i  sigXC=  -13.864468+  0.040796i  sigCC=  -13.865569+  0.040796i  sigTT=    0.001101              sigCT=    0.000000              Hdir=  394.981010              Eo=  -10.891106  Z=    1.000000  Z_status=OK
n=14  sigX=  -18.291133              sigC=    3.053726+  0.033656i  sigXC=  -15.237407+  0.033656i  sigCC=  -15.239499+  0.033656i  sigTT=    0.002092              sigCT=   -0.000000              Hdir=  496.454157              Eo=   -7.880295  Z=    0.750332  Z_status=OK
n=15  sigX=  -18.291133              sigC=    3.053726+  0.033656i  sigXC=  -15.237407+  0.033656i  sigCC=  -15.239499+  0.033656i  sigTT=    0.002092              sigCT=   -0.000000              Hdir=  496.454157              Eo=   -7.880295  Z=    0.750332  Z_status=OK
n=16  sigX=  -18.140427              sigC=    3.006030+  0.033179i  sigXC=  -15.134396+  0.033179i  sigCC=  -15.136078+  0.033179i  sigTT=    0.001682              sigCT=   -0.000000              Hdir=  491.798500              Eo=   -7.820967  Z=    0.750952  Z_status=OK
n=17  sigX=  -18.140427              sigC=    3.006030+  0.033179i  sigXC=  -15.134396+  0.033179i  sigCC=  -15.136078+  0.033179i  sigTT=    0.001682              sigCT=   -0.000000              Hdir=  491.798500              Eo=   -7.820967  Z=    0.750952  Z_status=OK
n=18  sigX=  -15.684384              sigC=    2.850268+  0.033105i  sigXC=  -12.834116+  0.033105i  sigCC=  -12.834774+  0.033105i  sigTT=    0.000658              sigCT=    0.000000              Hdir=  300.803576              Eo=   -7.130139  Z=    0.760586  Z_status=OK
n=19  sigX=  -15.684384              sigC=    2.850268+  0.033105i  sigXC=  -12.834116+  0.033105i  sigCC=  -12.834774+  0.033105i  sigTT=    0.000658              sigCT=    0.000000              Hdir=  300.803576              Eo=   -7.130139  Z=    0.760586  Z_status=OK
