# Generated by LORRAX 0.1.0 at 2026-09-06 21:29:35 UTC
# Sigma output (all in eV)
# sigTOT = sigSX + sigCOH
# sigTOT = sigCC + sigTT + sigCT; sigCT is CT+TC
# k-basis: irreducible wedge, 7 k-points; each block states its crystal coordinate on a '# kcrys' line
# star_spread_ev 4.134847247e-06   # max over ALL 30 bands of the per-band max-min of Re diag sigTOT within one star, over the 36 full-BZ k this wedge unfolds to.  READ THE PER-BAND ROW BELOW, NOT THIS, IF YOU COMPARE A BAND SUBSET: the band scope belongs to the consumer, and this max answers the widest possible question.  BLIND TO THE TRS CONJUGATION CLASS by construction (conjugating a Hermitian block leaves its real diagonal intact) — that question is gated in tests/test_star_offdiag_gate.py
# star_spread_ev_per_band 8.112191239e-07 8.112191239e-07 1.041153595e-06 1.041153595e-06 9.375243231e-07 4.270322265e-07 1.170269798e-06 6.125347944e-07 4.946317809e-07 4.453875384e-07 8.135289065e-07 7.750474360e-07 1.170522388e-06 5.961829874e-07 1.380576421e-06 1.518066910e-06 9.217832009e-07 9.217832009e-07 7.341385153e-07 7.341385153e-07 9.442812381e-07 1.628776236e-06 8.791999573e-07 4.981226702e-07 1.409831370e-06 1.393182059e-06 2.449683491e-06 2.449683491e-06 2.732574927e-06 4.134847247e-06
# star_spread_multiplet_ev 3.073774778e-06
# star_spread_multiplet_ev_per_band 8.112191239e-07 8.112191239e-07 1.041153595e-06 1.041153595e-06 4.240342903e-07 4.240342903e-07 4.094683987e-07 4.094683987e-07 1.783836190e-07 1.783836190e-07 7.750474360e-07 7.750474360e-07 6.400013906e-07 6.400013906e-07 1.186028163e-06 1.186028163e-06 9.217832009e-07 9.217832009e-07 7.341385153e-07 7.341385153e-07 6.524630098e-07 6.524630098e-07 6.235222543e-07 6.235222543e-07 6.433345643e-07 6.433345643e-07 2.449683491e-06 2.449683491e-06 3.073774778e-06 3.073774778e-06

k-point 0:
# kcrys     0.000000000    0.000000000    0.000000000
----------------------------------------------------------------------------------------------------
n=0   sigSX=  -14.923753              sigCOH=  -13.143383              sigTOT=  -28.067136              sigCC=  -28.070713              sigTT=    0.003577              sigCT=    0.000000              Hdir=  593.557623              Eo=  -65.485401
n=1   sigSX=  -14.923753              sigCOH=  -13.143383              sigTOT=  -28.067136              sigCC=  -28.070713              sigTT=    0.003577              sigCT=    0.000000              Hdir=  593.557623              Eo=  -65.485401
n=2   sigSX=  -12.084125              sigCOH=  -11.995976              sigTOT=  -24.080100              sigCC=  -24.083998              sigTT=    0.003898              sigCT=    0.000000              Hdir=  585.473091              Eo=  -42.101509
n=3   sigSX=  -12.084125              sigCOH=  -11.995976              sigTOT=  -24.080100              sigCC=  -24.083998              sigTT=    0.003898              sigCT=    0.000000              Hdir=  585.473091              Eo=  -42.101509
n=4   sigSX=  -11.810391              sigCOH=  -11.810865              sigTOT=  -23.621256              sigCC=  -23.625269              sigTT=    0.004013              sigCT=    0.000000              Hdir=  578.537845              Eo=  -39.581592
n=5   sigSX=  -11.810391              sigCOH=  -11.810865              sigTOT=  -23.621256              sigCC=  -23.625269              sigTT=    0.004013              sigCT=    0.000000              Hdir=  578.537845              Eo=  -39.581592
n=6   sigSX=  -11.771036              sigCOH=  -11.885655              sigTOT=  -23.656692              sigCC=  -23.660723              sigTT=    0.004031              sigCT=    0.000000              Hdir=  588.492319              Eo=  -39.404758
n=7   sigSX=  -11.771036              sigCOH=  -11.885655              sigTOT=  -23.656692              sigCC=  -23.660723              sigTT=    0.004031              sigCT=    0.000000              Hdir=  588.492319              Eo=  -39.404758
n=8   sigSX=   -6.759206              sigCOH=   -9.312144              sigTOT=  -16.071350              sigCC=  -16.072068              sigTT=    0.000718              sigCT=    0.000000              Hdir=  384.672273              Eo=  -19.386678
n=9   sigSX=   -6.759206              sigCOH=   -9.312144              sigTOT=  -16.071350              sigCC=  -16.072068              sigTT=    0.000718              sigCT=    0.000000              Hdir=  384.672273              Eo=  -19.386678
